time,q_[0],q_[1],q_[2],q_[3],q_[4],q_[5],q_[6],q_[7],desired_q_[0],desired_q_[1],desired_q_[2],desired_q_[3],desired_q_[4],desired_q_[5],desired_q_[6],desired_q_[7],desired_torque_[0],desired_torque_[1],desired_torque_[2],desired_torque_[3],desired_torque_[4],desired_torque_[5],desired_torque_[6],desired_torque_[7]
1.1733,0.0003,0.1780,-0.9069,0.4990,-0.0298,0.2832,-0.9133,0.7647,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0100
1.1800,-0.0026,0.1681,-0.9079,0.6932,-0.0181,0.2662,-0.9103,0.4583,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,2.5000,2.5000,0.0061,-2.5000,2.5000,1.2344,0.0100
1.1867,-0.0131,0.1745,-0.9109,0.6103,-0.0035,0.2415,-0.9114,0.7469,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,0.0015,-2.5000,2.5000,-1.6871,-0.0100
1.1933,-0.0136,0.2056,-0.9136,0.7962,-0.0086,0.2657,-0.9869,1.3894,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0100,-2.5000,2.5000,-1.6871,-0.0100
1.2000,0.0034,0.2155,-0.9111,0.7885,-0.0183,0.3618,-1.3092,1.6926,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0100,-2.5000,-2.5000,2.5000,-0.0100
1.2067,0.0294,0.2127,-0.9083,0.5375,-0.0231,0.4750,-1.6960,1.8770,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0080,-2.5000,-2.5000,2.5000,-0.0100
1.2133,0.0344,0.2291,-0.9100,0.7819,-0.0259,0.5413,-1.8855,2.0932,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,-2.5000,-2.5000,2.5000,-0.0100
1.2200,0.0167,0.2680,-0.9140,0.9905,-0.0273,0.5841,-1.9654,2.2870,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,2.5000,2.5000,-0.0038,-2.5000,-2.5000,2.5000,-0.0100
1.2267,-0.0106,0.3284,-0.9186,0.6980,-0.0249,0.6116,-1.9883,2.4400,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,2.5000,2.5000,0.0100,-2.5000,-2.5000,2.5000,-0.0100
1.2333,-0.0154,0.4089,-0.9226,0.5277,-0.0111,0.6242,-1.9829,2.5557,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,0.0024,-2.5000,2.3240,2.5000,-0.0100
1.2400,0.0016,0.4979,-0.9241,0.8285,0.0109,0.6381,-1.9570,2.5786,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0100,-2.5000,2.3240,2.5000,-0.0100
1.2467,0.0272,0.5585,-0.9197,0.9743,0.0186,0.6890,-1.8790,2.0672,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0010,2.5000,-2.5000,2.5000,0.0040
1.2533,0.0401,0.5843,-0.9126,0.7084,-0.0006,0.7140,-1.5805,0.9990,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,0.8632,0.0100,2.5000,-2.5000,-1.8112,0.0100
1.2600,0.0411,0.5646,-0.9094,0.6154,0.0020,0.6418,-1.1131,0.1765,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,0.8632,-0.0053,2.5000,-2.5000,-1.8112,0.0100
1.2667,0.0189,0.5019,-0.9150,0.7146,0.0204,0.5454,-0.8212,0.1049,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,-2.5000,0.0028,2.5000,-2.5000,-2.5000,0.0056
1.2733,-0.0310,0.4392,-1.0381,0.7402,0.0310,0.4617,-0.7606,0.7391,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.1096,2.5000,2.5000,-0.0100,-2.5000,-1.6165,2.5000,-0.0100
1.2800,-0.0626,0.4256,-1.3066,0.7626,0.0327,0.3940,-0.8659,1.5452,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.1096,2.5000,2.5000,0.0100,-2.5000,-1.6165,2.5000,-0.0100
1.2867,-0.0749,0.3891,-1.3233,0.5413,0.0153,0.2969,-0.9212,1.7631,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,-2.5000,0.0095,2.5000,2.5000,2.5000,-0.0100
1.2933,-0.0764,0.3671,-1.2327,0.7881,-0.0099,0.1913,-0.9462,1.3815,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,-2.5000,-0.0100,2.5000,2.5000,2.5000,0.0100
1.3000,-0.0719,0.4573,-1.4727,1.2894,0.0027,0.1336,-0.9591,0.8988,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,2.5000,2.5000,0.0100
1.3067,-0.0654,0.5858,-1.8110,1.2793,0.0339,0.1223,-0.9645,0.7368,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0033,2.5000,2.5000,2.5000,0.0044
1.3133,-0.0586,0.6410,-1.8634,0.8360,0.0484,0.1355,-0.9654,0.7776,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,2.5000,2.5000,-0.0086
1.3200,-0.0520,0.6244,-1.6397,0.5001,0.0528,0.1714,-0.9640,0.8582,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,0.0017
1.3267,-0.0461,0.5023,-1.0882,0.5244,0.0518,0.2077,-0.9587,0.7424,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0019,2.5000,-2.5000,2.5000,0.0031
1.3333,-0.0415,0.3197,-0.5612,0.8840,0.0491,0.1982,-0.9480,0.7950,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,-2.5000,2.5000,-0.0091
1.3400,-0.0378,0.1638,-0.3280,1.2526,0.0458,0.1637,-0.9378,0.8426,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0068
1.3467,-0.0347,0.0738,-0.2685,1.1668,0.0423,0.1460,-0.9313,0.6860,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0043,2.5000,-2.5000,2.5000,0.0015
1.3533,-0.0322,0.0433,-0.3008,0.9257,0.0390,0.1395,-0.9263,0.7676,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0007,2.5000,-2.5000,2.5000,-0.0070
1.3600,-0.0304,0.0523,-0.3745,0.8849,0.0357,0.1388,-0.9226,0.8013,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0034,2.5000,-2.5000,-2.5000,0.0057
1.3667,-0.0298,0.0796,-0.4613,0.8219,0.0321,0.1479,-0.9672,0.7423,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0059,2.5000,-2.5000,-2.5000,-0.0100
1.3733,-0.0294,0.1220,-0.5468,0.8058,0.0292,0.1950,-1.1382,1.3961,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.8818,-2.5000,2.5000,-0.0088,2.5000,-2.5000,2.5000,-0.0100
1.3800,-0.0244,0.1686,-0.6224,0.8801,0.0275,0.2403,-1.3687,2.8030,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.8818,-2.5000,2.5000,0.0033,2.5000,-2.5000,2.5000,-0.0100
1.3867,-0.0033,0.1907,-0.6835,0.7929,0.0272,0.2443,-1.4230,3.5054,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0013,0.0725,2.5000,2.5000,-0.0100
1.3933,0.0207,0.1976,-0.7327,0.8179,0.0204,0.2329,-1.3293,3.4723,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0013,0.0725,2.5000,2.5000,-0.0100
1.4000,0.0104,0.2383,-0.7760,0.7483,-0.0110,0.2161,-1.0198,2.6385,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0064,2.5000,-2.5000,2.5000,-0.0002
1.4067,-0.0222,0.2868,-0.8100,0.7429,-0.0376,0.2126,-0.7799,1.4796,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0086,2.5000,-2.5000,2.5000,0.0100
1.4133,-0.0415,0.2882,-0.8316,0.8291,-0.0324,0.1898,-0.6685,0.6414,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0041,2.5000,-2.5000,2.5000,0.0100
1.4200,-0.0488,0.2494,-0.8455,0.7922,0.0014,0.1626,-0.6337,0.4477,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0057,-2.5000,-2.5000,2.5000,0.0049
1.4267,-0.0500,0.1955,-0.8566,0.8451,0.0414,0.1495,-0.6415,0.7814,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0018,-2.5000,-2.5000,2.5000,-0.0100
1.4333,-0.0488,0.1697,-0.8700,0.6908,0.0569,0.1449,-0.6685,1.1818,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0088,-2.5000,-2.5000,2.5000,-0.0100
1.4400,-0.0463,0.1732,-0.8837,0.7969,0.0505,0.1447,-0.7026,1.0333,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,-2.5000,-2.5000,2.5000,0.0100
1.4467,-0.0436,0.2068,-0.8962,1.0842,0.0219,0.1466,-0.7372,0.6318,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,0.5858,2.5000,0.0100
1.4533,-0.0404,0.2486,-0.9042,0.8125,-0.0126,0.1499,-0.7698,0.7764,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,0.5858,2.5000,-0.0100
1.4600,-0.0368,0.2591,-0.9053,0.5170,-0.0243,0.1547,-0.7994,0.9552,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.2644,-1.6866,2.5000,0.0084,0.5855,0.5552,2.5000,-0.0014
1.4667,-0.0330,0.2403,-0.9033,0.7974,-0.0179,0.1599,-0.8246,0.6838,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.2644,-1.6866,2.5000,-0.0100,0.5855,0.5552,2.5000,0.0100
1.4733,-0.0285,0.1993,-0.9004,1.0880,-0.0062,0.1653,-0.8451,0.6181,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.1171,2.5000,2.5000,-0.0100,-2.5000,-2.1119,2.5000,-0.0063
1.4800,-0.0240,0.1563,-0.8997,0.7990,-0.0000,0.1700,-0.8609,0.8108,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.1171,2.5000,2.5000,0.0100,-2.5000,-2.1119,2.5000,-0.0038
1.4867,-0.0207,0.1460,-0.9036,0.4484,-0.0174,0.1728,-0.8718,0.7205,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.2596,2.5000,2.5000,0.0100,2.5000,-1.6093,2.5000,0.0100
1.4933,-0.0076,0.1648,-0.9094,0.6638,-0.0229,0.1742,-0.8799,0.6851,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.2406,-2.2131,2.5000,-0.0100,-1.3086,-0.7101,2.5000,-0.0097
1.5000,0.0139,0.1949,-0.9134,1.0617,-0.0095,0.1751,-0.8863,0.8359,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.2406,-2.2131,2.5000,-0.0100,-1.3086,-0.7101,2.5000,0.0024
1.5067,0.0253,0.1969,-0.9121,0.9102,-0.0098,0.1754,-0.8925,0.7635,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.4827,1.2525,2.5000,0.0100,1.1670,0.5605,2.5000,0.0002
1.5133,0.0246,0.1837,-0.9101,0.5792,-0.0172,0.1779,-0.8982,0.7838,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.8880,2.2348,2.5000,0.0099,1.8966,-1.6509,2.5000,-0.0023
1.5200,0.0127,0.1876,-0.9116,0.8027,-0.0151,0.1840,-0.9024,0.7742,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.8880,2.2348,2.5000,-0.0100,1.8966,-1.6509,2.5000,0.0028
1.5267,0.0039,0.2170,-0.9154,1.0475,0.0078,0.1867,-0.9042,0.7778,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0076,-2.5000,-2.4673,2.5000,-0.0050
1.5333,-0.0030,0.2542,-0.9174,0.7414,0.0324,0.1866,-0.9051,0.8180,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.7362,-2.5000,2.5000,0.0100,-2.5000,-1.6124,2.5000,0.0023
1.5400,0.0001,0.2578,-0.9139,0.3534,0.0378,0.1844,-0.9063,0.7212,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.7362,-2.5000,2.5000,0.0100,-2.5000,-1.6124,2.5000,0.0033
1.5467,0.0090,0.2277,-0.9080,0.5552,0.0211,0.1815,-0.9078,0.7754,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,2.2207,1.6973,2.5000,-0.0082
1.5533,0.0146,0.1912,-0.9044,0.9557,-0.0070,0.1903,-0.9102,0.7879,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,2.2207,1.6973,2.5000,0.0098
1.5600,0.0073,0.1940,-0.9071,0.7714,-0.0209,0.2291,-0.9142,0.8059,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-1.2393,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,-0.0100
1.5667,-0.0045,0.2029,-0.9099,0.3921,-0.0134,0.2685,-0.9160,1.0060,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-1.2393,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,-0.0058
1.5733,-0.0138,0.1729,-0.9086,0.5977,0.0184,0.2642,-0.9125,0.7774,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,-2.5000,-2.5000,2.5000,0.0100
1.5800,-0.0195,0.1543,-0.9100,1.0500,0.0430,0.2305,-0.9068,0.4906,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.6313,2.5000,2.5000,-0.0100,-2.5000,2.5000,2.3799,0.0100
1.5867,-0.0226,0.1681,-0.9140,0.9328,0.0451,0.1965,-0.9038,0.7660,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.6313,2.5000,2.5000,0.0100,-2.5000,2.5000,2.3799,-0.0100
1.5933,-0.0231,0.2208,-0.9193,0.7515,0.0277,0.2019,-0.9073,1.0649,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0041,2.5000,2.2159,-2.4756,-0.0100
1.6000,-0.0131,0.2923,-0.9223,0.9115,0.0048,0.2621,-1.0226,0.8464,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.0654,-2.5000,2.5000,-0.0093,2.5000,-2.5000,2.5000,0.0100
1.6067,0.0203,0.3321,-0.9191,0.7740,0.0147,0.3421,-1.2482,0.5247,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.0654,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,0.0100
1.6133,0.0383,0.3215,-0.9126,0.6499,0.0234,0.3043,-1.1207,0.5300,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,0.9649,-2.5000,-0.0051,2.5000,-2.5000,2.5000,-0.0013
1.6200,0.0326,0.2995,-1.0104,0.9594,0.0271,0.1978,-0.8713,0.8725,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,2.5000,2.5000,-0.0100
1.6267,-0.0054,0.2945,-1.2218,0.9948,0.0280,0.1183,-0.7521,1.0891,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,2.5000,2.5000,-0.0093
1.6333,-0.0459,0.1939,-1.0794,0.7418,0.0276,0.0867,-0.7114,0.7822,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0061,2.5000,-2.5000,2.5000,0.0100
1.6400,-0.0640,0.0879,-0.8523,0.9391,0.0276,0.0869,-0.7108,0.2621,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0100
1.6467,-0.0694,0.0484,-0.7492,1.1306,0.0277,0.0955,-0.7272,0.3052,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,-2.5000,-0.0089,0.5100,-2.5000,2.5000,-0.0025
1.6533,-0.0680,0.0764,-0.8265,0.8750,0.0273,0.1062,-0.7508,0.7366,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,-2.5000,0.0100,0.5100,-2.5000,2.5000,-0.0100
1.6600,-0.0635,0.2084,-1.2900,0.8960,0.0265,0.1171,-0.7756,0.8495,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,2.5000,2.5000,0.0051
1.6667,-0.0579,0.3450,-1.8238,1.1822,0.0256,0.1325,-0.8004,0.6754,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.0897,-2.5000,2.5000,-0.0100,2.5000,2.5000,2.5000,0.0055
1.6733,-0.0443,0.3942,-2.0636,0.7008,0.0249,0.1629,-0.8256,0.7751,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.0897,-2.5000,2.5000,0.0100,2.5000,2.5000,2.5000,-0.0100
1.6800,-0.0041,0.3801,-2.0514,-0.0032,0.0247,0.2110,-0.8485,0.7529,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.6021,2.5000,0.0100,-2.3976,2.0896,2.5000,0.0100
1.6867,0.0348,0.3063,-1.7833,-0.3045,0.0074,0.2785,-0.8680,0.4533,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,0.0100
1.6933,0.0327,0.1486,-1.2212,-0.2230,-0.0375,0.3392,-0.8814,0.6955,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,-0.0100
1.7000,0.0240,0.0207,-0.6505,0.4071,-0.0525,0.3763,-0.8873,0.9948,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,-2.5000,2.5000,-0.0096
1.7067,0.0023,-0.0280,-0.3896,1.5154,-0.0452,0.3902,-0.8889,0.7345,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0100
1.7133,-0.0260,-0.0322,-0.3752,2.2746,-0.0155,0.3718,-0.8881,0.3192,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0100
1.7200,-0.0407,-0.0063,-0.6740,2.7343,0.0387,0.3131,-0.8857,0.4927,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.5042,-2.5000,2.5000,-0.0100,2.0304,2.5000,2.5000,-0.0100
1.7267,-0.0467,0.0249,-1.0859,2.7248,0.0689,0.2395,-0.8850,0.9336,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.5042,-2.5000,2.5000,-0.0100,2.0304,2.5000,2.5000,-0.0100
1.7333,-0.0468,0.0497,-1.2554,1.8962,0.0796,0.2091,-0.8901,0.8070,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,0.0100,2.0977,2.5000,-1.2610,0.0100
1.7400,-0.0384,0.0699,-1.1727,0.5718,0.0798,0.2350,-0.9664,0.4527,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,0.0100,2.0977,2.5000,-1.2610,0.0100
1.7467,-0.0133,0.0871,-0.9307,-0.3430,0.0751,0.3443,-1.2608,0.7860,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,0.0754,-2.5000,2.5000,-0.0100
1.7533,0.0171,0.1039,-0.7949,-0.5776,0.0673,0.4653,-1.5854,1.3925,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,-0.0100
1.7600,0.0331,0.1174,-0.7373,-0.1632,0.0549,0.4945,-1.6160,1.2385,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0079,2.5000,-2.5000,2.5000,0.0100
1.7667,0.0375,0.1279,-0.7243,0.3840,0.0456,0.4325,-1.3542,0.8338,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-2.5000,-0.0063,2.5000,-2.5000,2.5000,0.0098
1.7733,0.0248,0.1415,-0.8104,0.5760,0.0388